   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.42381,             0.26957,             0.23614,            0.095901,            0.054976,            0.021802,            0.019575,              0.0077,                0.01,             0.91729,             0.00043,              3.3518,             0.60108,              0.1083,             0.04426,             0.38182,             0.85721,             0.76787,              0.9539,                 0.2,              5.6243,                   0,             0.01311,             0.88077,             0.45631,                   0,             0.09191,             0.59134,                   0,                   0,                   0,                 0.5,             0.95265,                   0,                   0,              2.5308
             0.33314,             0.27904,             0.23919,            0.097266,            0.053376,            0.019983,            0.019414,             0.00757,                0.01,             0.90767,             0.00046,              3.2781,             0.59807,             0.10542,             0.04364,             0.37685,             0.85554,             0.72349,              0.9104,                 0.2,               5.493,                   0,             0.01354,             0.86899,             0.50279,                   0,             0.09238,             0.57084,                   0,                   0,                   0,                 0.5,             0.97077,                   0,                   0,              2.5778
              0.4286,             0.24659,             0.25005,            0.095743,            0.054004,            0.021212,            0.018648,             0.00748,                0.01,             0.90653,             0.00046,              3.2144,             0.59695,             0.10569,             0.04378,             0.37844,             0.84912,              0.7482,             0.94136,                 0.2,               5.662,                   0,              0.0136,                 0.9,             0.49002,                   0,             0.09049,             0.56964,                   0,                   0,                   0,                 0.5,             0.92702,                   0,                   0,              2.5778
              0.3449,             0.28076,              0.2519,             0.10766,            0.057014,            0.021551,            0.019568,             0.00747,                0.01,             0.92052,             0.00046,               3.211,             0.59807,             0.11273,              0.0469,             0.37685,             0.83347,              0.7136,             0.96624,                 0.2,              5.8896,                   0,             0.01308,                 0.9,             0.51993,                   0,             0.08962,             0.57013,                   0,                   0,                   0,                 0.5,             0.98961,                   0,                   0,              2.2338
             0.31234,             0.31211,             0.23692,            0.096451,            0.050843,            0.018435,            0.017574,             0.00834,                0.01,             0.94561,             0.00042,              2.8774,              0.5416,             0.11584,             0.04364,             0.35779,             0.78378,             0.74658,              1.0092,                 0.2,              3.7318,                   0,             0.01266,                 0.9,             0.52491,                   0,             0.08252,             0.57013,                   0,                   0,                   0,                 0.5,             0.87919,                   0,                   0,              2.5369
             0.42221,             0.33729,             0.28515,             0.10764,            0.056933,            0.018469,            0.019033,             0.00838,              0.0118,             0.87308,             0.00048,              3.2144,             0.54221,             0.09885,             0.04623,             0.40028,             0.72751,             0.76767,             0.77564,                 0.2,              6.1258,                   0,             0.01153,                 0.9,             0.46885,                   0,             0.09316,             0.50233,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0648
             0.36718,             0.29158,             0.26506,             0.10358,            0.056466,            0.022961,            0.020556,             0.00725,             0.01198,             0.87526,             0.00043,              3.2555,             0.51527,             0.10474,             0.04538,             0.42823,             0.80465,             0.80564,             0.94121,                 0.2,              5.9311,                   0,             0.01193,                 0.9,             0.51891,                   0,             0.08922,              0.5828,                   0,                   0,                   0,                 0.5,             0.77508,                   0,                   0,              2.9431
             0.37912,             0.28578,             0.26271,             0.10696,             0.05975,            0.020947,            0.018698,             0.00723,                0.01,             0.92856,             0.00046,              3.2144,             0.60152,             0.10993,             0.04893,             0.37551,             0.82209,             0.66315,              1.0591,                 0.2,              5.6526,                   0,             0.01376,                 0.9,             0.48765,                   0,             0.09606,             0.57013,                   0,                   0,                   0,                 0.5,             0.80024,                   0,                   0,              2.2294
             0.33776,             0.31822,             0.25982,             0.10541,            0.053258,            0.022166,            0.018546,              0.0075,             0.01021,             0.90385,             0.00046,              3.1447,             0.57126,             0.10556,             0.04364,              0.3841,             0.80363,             0.75495,             0.95864,                 0.2,               5.662,                   0,             0.01349,                 0.9,             0.46831,                   0,             0.08951,              0.5582,                   0,                   0,                   0,                 0.5,             0.95186,                   0,                   0,              2.6909
             0.39948,             0.32087,             0.27336,             0.10688,            0.056234,            0.023819,            0.018278,             0.00545,             0.01105,             0.90533,             0.00046,              1.8279,             0.59807,             0.10542,             0.04364,             0.38566,             0.84671,             0.75699,              1.1219,                 0.2,              6.1045,                   0,             0.01445,                 0.9,              0.5102,                   0,             0.09149,             0.57013,                   0,                   0,                   0,                 0.5,             0.81693,                   0,                   0,              3.7278
             0.45784,             0.25298,              0.2492,            0.098746,            0.054483,            0.020633,            0.020923,             0.00752,             0.01039,             0.90636,             0.00049,              3.1926,             0.52817,              0.1195,             0.04436,             0.39453,             0.94651,             0.75118,             0.92536,                 0.2,              5.1979,                   0,             0.01483,             0.79503,             0.48938,                   0,             0.09149,             0.46645,                   0,                   0,                   0,                 0.5,             0.90119,                   0,                   0,              2.5778
             0.44024,             0.26524,             0.26231,             0.10459,            0.052804,            0.021377,            0.018066,             0.00755,                0.01,             0.90593,             0.00046,              3.2462,             0.59872,              0.1056,             0.04364,             0.37565,             0.84532,             0.74948,              0.9355,                 0.2,               5.655,                   0,             0.01354,                 0.9,             0.48765,                   0,             0.09188,             0.56955,                   0,                   0,                   0,                 0.5,              0.9336,                   0,                   0,              2.5491
             0.36546,             0.33206,              0.2564,              0.1046,             0.05374,            0.021673,            0.017497,               0.006,             0.01057,             0.91436,             0.00048,              4.4489,             0.65156,             0.10277,             0.04364,             0.38208,             0.78419,             0.78052,             0.84308,                 0.2,              6.7398,                   0,             0.01405,                 0.9,              0.4485,                   0,             0.10615,             0.54957,                   0,                   0,                   0,                 0.5,             0.86494,                   0,                   0,               2.005
              0.3152,             0.28004,             0.24833,              0.1039,            0.053602,            0.020863,            0.019847,             0.00755,                0.01,             0.90636,             0.00047,              3.2393,             0.59807,             0.10612,             0.04349,             0.37939,             0.86137,             0.74658,             0.92579,                 0.2,              5.7032,                   0,             0.01376,             0.89457,             0.47636,                   0,             0.09149,             0.57013,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.5379
             0.32448,             0.32269,             0.25377,            0.096162,            0.062191,            0.021526,            0.019851,              0.0064,             0.01078,              0.8774,             0.00047,              2.5776,             0.53028,             0.10463,             0.05214,             0.36928,             0.93638,             0.72795,             0.99081,                 0.2,               5.662,                   0,             0.01388,                 0.9,             0.48968,                   0,             0.09149,             0.58023,                   0,                   0,                   0,                 0.5,             0.99846,                   0,                   0,              2.5589
             0.30283,             0.32162,             0.21813,            0.087655,            0.053983,            0.023305,            0.014838,             0.00358,             0.01214,             0.88792,             0.00046,              3.2144,             0.59807,             0.10542,             0.04364,             0.32746,             0.72557,             0.68827,              1.1332,                 0.2,              6.2502,                   0,             0.01336,             0.76365,             0.40324,                   0,             0.09149,             0.43042,                   0,                   0,                   0,                 0.5,             0.61873,                   0,                   0,                   2
             0.39395,             0.30948,             0.28107,             0.11038,            0.044043,            0.028082,            0.017644,             0.00752,                0.01,             0.92479,             0.00047,              3.0753,             0.53457,             0.10126,              0.0349,             0.34577,             0.83002,             0.96021,             0.89062,                 0.2,              5.7536,                   0,             0.01362,                 0.9,             0.47883,                   0,             0.08716,             0.52187,                   0,                   0,                   0,                 0.5,             0.99303,                   0,                   0,              2.4188
             0.37856,             0.32078,             0.26746,             0.10385,            0.049286,            0.021996,            0.017764,             0.00752,                0.01,             0.93848,             0.00046,              3.5206,              0.6058,              0.1006,             0.03919,             0.31073,              1.0083,             0.74658,             0.94121,                 0.2,               6.347,                   0,             0.01399,                 0.9,             0.48765,                   0,             0.09149,             0.54782,                   0,                   0,                   0,                 0.5,             0.88067,                   0,                   0,              2.0893
             0.39279,             0.27352,               0.252,            0.090328,            0.049694,            0.024357,            0.023139,             0.00752,                0.01,             0.90636,             0.00043,              3.2038,             0.61891,             0.10951,             0.04027,             0.44794,              0.8439,             0.77249,              1.0493,                 0.2,              5.0801,                   0,             0.01362,             0.81627,             0.56559,                   0,             0.09149,             0.54339,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.39822,             0.29595,             0.26325,            0.099356,            0.053857,            0.018358,            0.021701,             0.00699,             0.01138,             0.90368,             0.00048,              3.2144,             0.53367,               0.089,             0.04364,             0.40717,             0.84671,             0.68717,             0.93407,                 0.2,              5.3744,                   0,             0.01287,                 0.9,             0.49181,                   0,             0.09149,             0.55546,                   0,                   0,                   0,                 0.5,             0.90957,                   0,                   0,              3.1019
             0.39724,             0.26735,             0.25548,            0.099127,            0.046382,            0.019965,             0.01851,               0.006,             0.01028,             0.89477,             0.00048,              2.4842,             0.62687,             0.09886,             0.03746,             0.36748,             0.84671,             0.69498,             0.96109,                 0.2,              6.2651,                   0,             0.01683,                 0.9,             0.49067,                   0,              0.0855,             0.62724,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.7725
             0.41286,             0.29931,             0.26625,             0.10416,            0.060342,            0.031637,             0.01814,             0.00752,             0.01159,             0.86717,             0.00052,              3.2144,             0.53811,             0.10985,             0.04949,             0.30421,              1.1843,             0.88054,              1.1984,                 0.2,               5.662,                   0,             0.01842,                 0.9,               0.568,                   0,             0.10352,             0.57013,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.1967
             0.37639,             0.32085,              0.2463,            0.093185,            0.055048,             0.01984,            0.017248,             0.00718,                0.01,             0.87473,             0.00044,              3.3828,             0.59807,             0.10141,             0.04393,             0.35429,             0.84671,             0.74658,             0.88754,                 0.2,               5.662,                   0,             0.01511,             0.87551,             0.48182,                   0,             0.08866,             0.51657,                   0,                   0,                   0,                 0.5,             0.92247,                   0,                   0,              2.5778
             0.41485,             0.26941,             0.26254,             0.10657,            0.054031,             0.02104,            0.019335,             0.00737,             0.01002,             0.90487,             0.00045,              3.2078,              0.5933,             0.10483,             0.04385,             0.37825,             0.84746,             0.75139,             0.95039,                 0.2,              5.5788,                   0,             0.01359,                 0.9,             0.48518,                   0,             0.09221,             0.57264,                   0,                   0,                   0,                 0.5,             0.92966,                   0,                   0,              2.6174
             0.44048,             0.29915,             0.28497,             0.11561,            0.057554,            0.020895,             0.01728,             0.00752,             0.01186,             0.90511,             0.00044,              3.1472,             0.58671,             0.12877,             0.04666,             0.36359,             0.75296,             0.78725,             0.86218,                 0.2,              6.2414,                   0,             0.01362,                 0.9,             0.42874,                   0,              0.1008,             0.57013,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.9813
             0.36151,             0.32343,             0.26384,             0.10286,            0.044812,            0.019745,            0.015807,             0.00752,             0.01137,             0.91852,             0.00054,              3.5748,             0.53516,             0.10542,             0.03699,             0.31319,             0.87402,             0.66271,              1.1451,                 0.2,              4.3713,                   0,              0.0123,             0.80368,             0.47699,                   0,             0.09149,             0.57013,                   0,                   0,                   0,                 0.5,             0.88399,                   0,                   0,              2.8046
             0.46302,             0.27915,                0.26,              0.1026,             0.05489,            0.020594,            0.017715,              0.0068,                0.01,             0.88663,             0.00043,              3.9539,             0.55953,             0.11382,             0.04364,             0.35276,             0.82955,             0.71173,             0.95903,                 0.2,              6.0694,                   0,             0.01362,                 0.9,             0.48661,                   0,             0.09018,             0.59288,                   0,                   0,                   0,                 0.5,             0.78771,                   0,                   0,              2.3536
             0.35198,             0.30538,             0.25211,              0.0996,            0.055229,            0.017766,            0.018078,             0.00769,                0.01,             0.95536,             0.00042,              3.2144,             0.59807,             0.11349,             0.04856,             0.35092,             0.82085,             0.74658,             0.94121,                 0.2,              3.8318,                   0,             0.01358,             0.80203,             0.40169,                   0,             0.08822,             0.72707,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.5778
             0.41485,             0.30052,             0.28322,             0.11326,            0.058245,            0.028033,            0.018961,             0.00911,                0.01,             0.93203,             0.00056,              3.1787,             0.71904,             0.09054,             0.04743,             0.36983,             0.76693,             0.93541,              1.0479,                 0.2,               5.662,                   0,             0.01362,             0.83633,             0.50669,                   0,              0.1013,             0.65893,                   0,                   0,                   0,                 0.5,              0.9017,                   0,                   0,              2.5778
             0.43479,             0.29271,             0.27085,             0.10059,            0.058044,            0.018574,             0.02348,             0.00789,                0.01,             0.93105,             0.00051,              3.2771,              0.5904,             0.10542,             0.05011,             0.43904,             0.84671,             0.80626,             0.88511,                 0.2,              4.0015,                   0,             0.01403,             0.83104,             0.43029,                   0,             0.09434,             0.62424,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.1281
              0.4345,             0.27744,             0.26167,             0.11182,            0.052529,             0.01882,            0.013779,             0.00873,                0.01,             0.90636,             0.00041,              3.2144,             0.65381,             0.11326,             0.04472,              0.2616,             0.90934,             0.66608,             0.94121,                 0.2,              5.4951,                   0,             0.01625,                 0.9,             0.46059,                   0,             0.09885,             0.49713,                   0,                   0,                   0,                 0.5,             0.96507,                   0,                   0,              4.4784
             0.34999,             0.29009,             0.24957,             0.10377,            0.054172,             0.01801,            0.020006,             0.00679,                0.01,              0.8954,             0.00046,              3.4329,             0.59292,             0.09703,             0.04364,             0.37685,             0.90478,             0.66625,             0.92269,                 0.2,               5.662,                   0,             0.01393,             0.86757,             0.51849,                   0,             0.08637,             0.57013,                   0,                   0,                   0,                 0.5,             0.98423,                   0,                   0,              2.5916
              0.3784,             0.27863,             0.24304,            0.096419,            0.050698,            0.025483,            0.021211,             0.00825,             0.01003,             0.92646,             0.00051,              3.1787,             0.51417,             0.10536,             0.04023,             0.39855,             0.93823,             0.70406,              1.1788,                 0.2,               5.662,                   0,             0.01395,             0.88307,             0.53878,                   0,             0.07932,             0.57013,                   0,                   0,                   0,                 0.5,             0.76596,                   0,                   0,              2.1834
             0.37373,             0.27931,             0.25373,             0.10397,            0.052802,            0.021022,            0.020113,             0.00774,             0.01005,             0.91721,             0.00046,              3.2144,             0.64271,             0.10542,             0.04355,             0.37395,             0.84258,             0.74846,             0.92126,                 0.2,              5.4638,                   0,             0.01356,             0.87794,             0.46655,                   0,             0.09209,             0.57013,                   0,                   0,                   0,                 0.5,             0.92552,                   0,                   0,              2.6282
             0.39441,             0.30533,             0.26621,             0.10707,             0.05518,            0.021607,            0.019909,             0.00709,             0.01047,             0.90636,             0.00046,              3.6845,              0.5773,             0.10922,             0.04552,             0.37685,             0.90932,             0.73027,             0.95376,                 0.2,              5.8575,                   0,             0.01458,                 0.9,             0.48162,                   0,             0.09149,             0.55508,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.1584
             0.32609,             0.33275,             0.26058,             0.10702,             0.05399,            0.029726,            0.019567,             0.00792,             0.01004,             0.88418,             0.00036,              3.2144,             0.59807,             0.09772,             0.04364,             0.37685,             0.90047,             0.88879,              1.1492,                 0.2,               5.568,                   0,             0.01385,             0.80022,             0.53548,                   0,             0.09255,             0.57388,                   0,                   0,                   0,                 0.5,             0.87587,                   0,                   0,               2.668
             0.31598,             0.32053,             0.25227,             0.10304,            0.056013,            0.021516,            0.018688,             0.00756,             0.01005,             0.90213,             0.00047,              3.2273,             0.59807,             0.10323,             0.04564,             0.38571,             0.84671,              0.7488,             0.94121,                 0.2,              5.6957,                   0,             0.01395,             0.85089,             0.49207,                   0,             0.09335,             0.58794,                   0,                   0,                   0,                 0.5,              0.9575,                   0,                   0,              2.7472
             0.47714,             0.28454,             0.28578,             0.11685,             0.05835,              0.0193,            0.018534,             0.00799,                0.01,              0.9049,             0.00046,              3.2582,             0.59807,             0.10542,             0.04632,             0.38611,             0.79179,             0.71497,             0.94121,                 0.2,              5.4948,                   0,              0.0146,                 0.9,             0.51623,                   0,             0.09847,             0.54023,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.5501
             0.36412,             0.34308,              0.2665,            0.098156,            0.055682,            0.020713,            0.023513,             0.00657,                0.01,             0.79534,             0.00047,                3.32,             0.65534,             0.10898,             0.04467,              0.4238,              1.0049,             0.79218,             0.83907,                 0.2,              6.9864,                   0,             0.01319,                 0.9,             0.60032,                   0,             0.08121,             0.61107,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5778
             0.35124,             0.33763,             0.28089,              0.1081,            0.052993,            0.020868,            0.017928,             0.00745,             0.01004,             0.91326,             0.00047,              3.1589,             0.59807,             0.10517,             0.04413,               0.368,             0.81436,             0.73387,             0.96881,                 0.2,               5.662,                   0,             0.01362,             0.89384,             0.46175,                   0,              0.0913,             0.58963,                   0,                   0,                   0,                 0.5,             0.93513,                   0,                   0,              2.5566
             0.40705,             0.30978,             0.26443,             0.10578,            0.052325,            0.019588,            0.027858,             0.00977,             0.01098,             0.79209,             0.00046,              2.9912,             0.41792,             0.08102,              0.0438,             0.49718,              0.9871,             0.74658,             0.93332,                 0.2,              5.0028,                   0,             0.01975,                 0.9,             0.51534,                   0,             0.11723,             0.63772,                   0,                   0,                   0,                 0.5,             0.73956,                   0,                   0,              3.2429
             0.42881,             0.22658,             0.23241,            0.090942,            0.052279,            0.014955,            0.020227,             0.00868,                0.01,             0.82861,             0.00046,              3.2144,             0.71749,             0.12446,             0.04364,             0.37082,              0.8481,             0.52316,              1.0603,                 0.2,               4.293,                   0,             0.01601,             0.81201,             0.46674,                   0,              0.0902,             0.44533,                   0,                   0,                   0,                 0.5,             0.83486,                   0,                   0,              2.1423
             0.35603,             0.30126,             0.25934,             0.11249,            0.053528,            0.021008,            0.019125,              0.0075,             0.01002,             0.90587,             0.00046,              3.2225,              0.5999,             0.10542,             0.04356,             0.37699,             0.84671,             0.74505,             0.94366,                 0.2,               5.662,                   0,             0.01357,                 0.9,             0.48765,                   0,             0.09149,             0.57245,                   0,                   0,                   0,                 0.5,             0.93652,                   0,                   0,              2.5983
             0.42945,             0.28425,             0.26401,             0.10373,            0.051991,            0.021393,            0.018962,             0.00687,             0.01043,             0.89697,             0.00041,              2.9081,             0.65753,             0.10674,             0.04192,             0.37685,             0.86538,             0.76156,             0.92792,                 0.2,              6.8363,                   0,             0.01312,                 0.9,              0.5138,                   0,             0.09392,             0.61935,                   0,                   0,                   0,                 0.5,             0.82591,                   0,                   0,              2.6204
             0.36655,             0.32239,             0.26986,             0.10227,            0.048769,            0.019128,            0.020971,              0.0082,                0.01,             0.90636,             0.00047,              3.2144,             0.59807,             0.10542,             0.04065,             0.39072,             0.85528,             0.67122,             0.98122,                 0.2,              5.5395,                   0,             0.01217,                 0.9,             0.47527,                   0,             0.09742,             0.52031,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.5343
             0.40115,             0.26806,             0.23918,            0.097648,            0.052721,            0.017795,            0.017887,             0.00892,             0.01021,             0.96197,             0.00055,              3.9612,             0.76892,             0.10542,             0.04364,             0.31196,             0.87076,             0.74658,              0.7409,                 0.2,              5.5767,                   0,             0.01304,              0.7807,             0.48765,                   0,             0.07699,             0.40222,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.0723
             0.35835,             0.32938,             0.26192,             0.10527,            0.054779,            0.015551,            0.020321,             0.00752,             0.01193,             0.91119,             0.00046,              3.2144,             0.48706,             0.12516,              0.0439,             0.37685,             0.84671,             0.74428,             0.61767,                 0.2,              7.2044,                   0,              0.0129,                 0.9,             0.50633,                   0,             0.11632,             0.54566,                   0,                   0,                   0,                 0.5,             0.96322,                   0,                   0,              2.0558
             0.38391,             0.31903,             0.27566,             0.10953,            0.057021,            0.023948,            0.015718,             0.00719,             0.01028,             0.89724,             0.00049,              2.9496,             0.61922,             0.09746,             0.04707,             0.33109,             0.83551,             0.76643,              1.0457,                 0.2,              6.0857,                   0,             0.01361,                 0.9,             0.49565,                   0,             0.09149,             0.54212,                   0,                   0,                   0,                 0.5,              0.9212,                   0,                   0,              2.8072
             0.38481,             0.31458,             0.28164,             0.10713,             0.03847,            0.015402,            0.017799,             0.00669,             0.01108,             0.90636,             0.00043,              3.2144,             0.69231,              0.0948,             0.03149,             0.37685,             0.73172,             0.74521,             0.66817,                 0.2,              4.9561,                   0,             0.01313,                 0.9,             0.52661,                   0,             0.10751,             0.51425,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.3988
             0.44574,             0.28689,             0.26883,             0.10084,            0.054803,            0.021944,            0.018552,             0.00771,                0.01,             0.83795,             0.00046,              3.2144,             0.61748,             0.12041,             0.04384,             0.39694,             0.66885,             0.74658,              1.0091,                 0.2,              5.0819,                   0,             0.01851,             0.83433,             0.47688,                   0,             0.09945,             0.53134,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.34526,             0.27703,             0.25128,            0.096543,            0.053533,            0.019265,            0.018133,             0.00641,             0.01066,             0.90178,             0.00051,              3.2144,             0.59807,             0.09851,             0.04364,             0.38419,             0.72705,             0.79133,              0.7435,                 0.2,              5.5557,                   0,             0.01337,                 0.9,             0.48765,                   0,             0.09262,             0.50301,                   0,                   0,                   0,                 0.5,             0.87024,                   0,                   0,              2.1331
             0.39963,             0.26666,             0.25115,            0.096773,            0.053801,            0.021686,            0.019174,             0.00752,                0.01,             0.90876,             0.00047,              3.2093,             0.59635,             0.10367,             0.04323,             0.37724,             0.84358,             0.75447,             0.94121,                 0.2,              5.7471,                   0,             0.01362,                 0.9,             0.48181,                   0,             0.08998,             0.55809,                   0,                   0,                   0,                 0.5,             0.94202,                   0,                   0,              2.5254
              0.3581,             0.33283,             0.26586,             0.10172,            0.049859,            0.020024,            0.017793,             0.00751,             0.01011,             0.90636,             0.00045,              3.3249,              0.6445,             0.10046,             0.04068,             0.34972,             0.84671,             0.71722,             0.94506,                 0.2,              5.5995,                   0,             0.01362,             0.88865,             0.48765,                   0,             0.09149,             0.57623,                   0,                   0,                   0,                 0.5,             0.89009,                   0,                   0,              2.5778
             0.34338,             0.35635,             0.25787,            0.096015,            0.052112,            0.015675,            0.017007,             0.00556,                0.01,             0.84253,             0.00034,              3.2144,             0.47132,             0.08245,             0.04244,             0.36662,             0.77094,             0.59608,             0.94121,                 0.2,              5.2493,                   0,             0.01426,             0.77819,             0.44787,                   0,              0.0866,             0.57013,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5778
             0.43243,             0.27271,             0.26088,             0.10349,             0.05317,            0.023998,            0.014545,             0.00925,                0.01,              0.9263,             0.00041,              3.2144,             0.54593,             0.11195,             0.04269,             0.29117,             0.81355,             0.74658,              1.0454,                 0.2,               5.321,                   0,             0.01201,             0.87516,             0.48765,                   0,             0.09149,             0.55706,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,                   2
             0.39292,             0.27328,             0.24878,             0.10481,            0.055769,            0.035294,            0.017161,             0.00752,             0.01045,             0.97226,             0.00046,              2.6151,             0.59295,             0.10773,             0.04364,             0.37685,             0.65899,              1.0612,              1.0774,                 0.2,               5.662,                   0,             0.00862,                 0.9,             0.48765,                   0,             0.06963,             0.45124,                   0,                   0,                   0,                 0.5,             0.78022,                   0,                   0,                   2
             0.39168,             0.28455,             0.26474,             0.10743,            0.054492,            0.016617,            0.018799,             0.00799,                0.01,             0.94746,             0.00038,              3.0223,             0.59807,             0.08353,             0.04435,             0.33038,             0.96484,             0.59021,             0.91977,                 0.2,               5.662,                   0,             0.01145,             0.80104,             0.54637,                   0,             0.09172,             0.64473,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
              0.4237,             0.31496,             0.28204,             0.10466,            0.053894,            0.020757,            0.019013,               0.008,                0.01,             0.90636,             0.00044,              3.3292,             0.60803,             0.10542,             0.04398,             0.36979,             0.91182,             0.74289,             0.93688,                 0.2,               5.592,                   0,             0.01362,             0.88632,             0.47976,                   0,             0.09157,             0.57013,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.6289
             0.39321,             0.31453,             0.25865,             0.10063,            0.067546,            0.025211,            0.017713,              0.0063,                0.01,             0.92772,             0.00035,              1.7517,             0.74462,             0.10613,             0.05449,             0.36881,             0.76076,             0.74824,              1.1305,                 0.2,              6.8524,                   0,             0.01258,                 0.9,             0.64539,                   0,             0.08994,             0.59069,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1359
             0.39345,             0.31114,             0.27343,             0.10561,            0.052649,            0.020432,            0.018077,             0.00687,                0.01,             0.90667,             0.00041,              3.4325,             0.66007,               0.116,             0.04364,             0.37056,             0.84671,             0.74605,             0.90052,                 0.2,              5.5807,                   0,             0.01195,             0.87528,             0.45974,                   0,             0.08479,             0.57013,                   0,                   0,                   0,                 0.5,             0.99783,                   0,                   0,              2.5939
